row,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
315,315,us_crime,1,94,active,ARFF,,,,0.0,128.0,1994.0,1871.0,39202.0,127.0,0.0
316,316,yeast_ml8,1,94,active,ARFF,2383.0,2.0,34.0,2.0,117.0,2417.0,0.0,0.0,103.0,14.0
327,327,bridges,3,2,active,ARFF,44.0,54.0,10.0,6.0,13.0,105.0,35.0,61.0,3.0,10.0
328,328,bridges,4,2,active,ARFF,44.0,54.0,10.0,6.0,13.0,105.0,35.0,61.0,0.0,13.0
329,329,hayes-roth,1,2,active,ARFF,65.0,3.0,31.0,3.0,5.0,160.0,0.0,0.0,4.0,1.0
333,333,monks-problems-1,1,2,active,ARFF,278.0,4.0,278.0,2.0,7.0,556.0,0.0,0.0,0.0,7.0
334,334,monks-problems-2,1,2,active,ARFF,395.0,4.0,206.0,2.0,7.0,601.0,0.0,0.0,0.0,7.0
335,335,monks-problems-3,1,2,active,ARFF,288.0,4.0,266.0,2.0,7.0,554.0,0.0,0.0,0.0,7.0
336,336,SPECT,1,2,active,ARFF,212.0,2.0,55.0,2.0,23.0,267.0,0.0,0.0,0.0,23.0
337,337,SPECTF,1,2,active,ARFF,254.0,2.0,95.0,2.0,45.0,349.0,0.0,0.0,44.0,1.0
338,338,grub-damage,1,2,active,ARFF,49.0,21.0,19.0,4.0,9.0,155.0,0.0,0.0,2.0,7.0
339,339,pasture,1,2,active,ARFF,12.0,4.0,12.0,3.0,23.0,36.0,0.0,0.0,21.0,2.0
340,340,squash-stored,1,2,active,ARFF,23.0,22.0,8.0,3.0,25.0,52.0,2.0,7.0,21.0,4.0
342,342,squash-unstored,1,2,active,ARFF,24.0,22.0,4.0,3.0,24.0,52.0,9.0,39.0,20.0,4.0
343,343,white-clover,1,2,active,ARFF,38.0,7.0,1.0,4.0,32.0,63.0,0.0,0.0,27.0,5.0
344,344,mv,1,2,active,ARFF,,3.0,,0.0,11.0,40768.0,0.0,0.0,8.0,3.0
346,346,aids,1,2,active,ARFF,25.0,5.0,25.0,2.0,5.0,50.0,0.0,0.0,2.0,3.0
350,350,webdata_wXa,1,167,active,Sparse_ARFF,28100.0,2.0,8874.0,2.0,124.0,36974.0,0.0,0.0,123.0,1.0
351,351,codrna,1,167,active,Sparse_ARFF,325710.0,2.0,162855.0,2.0,9.0,488565.0,0.0,0.0,8.0,1.0
354,354,poker,1,167,active,Sparse_ARFF,513702.0,2.0,511308.0,2.0,11.0,1025010.0,0.0,0.0,10.0,1.0
357,357,vehicle_sensIT,1,167,active,Sparse_ARFF,49264.0,2.0,49264.0,2.0,101.0,98528.0,0.0,0.0,100.0,1.0
372,372,internet_usage,1,2,active,ARFF,2878.0,10108.0,6.0,46.0,72.0,10108.0,2699.0,2699.0,0.0,72.0
373,373,UNIX_user_data,1,2,active,ARFF,2425.0,9.0,484.0,9.0,3.0,9100.0,0.0,0.0,1.0,1.0
374,374,SyskillWebert-BioMedical,1,2,active,ARFF,96.0,3.0,3.0,3.0,3.0,131.0,0.0,0.0,0.0,1.0
375,375,JapaneseVowels,1,2,active,ARFF,1614.0,9.0,782.0,9.0,15.0,9961.0,0.0,0.0,14.0,1.0
376,376,SyskillWebert-Sheep,1,2,active,ARFF,51.0,2.0,14.0,2.0,3.0,65.0,0.0,0.0,0.0,1.0
377,377,synthetic_control,1,2,active,ARFF,100.0,6.0,100.0,6.0,62.0,600.0,0.0,0.0,60.0,2.0
378,378,ipums_la_99-small,1,2,active,ARFF,5803.0,3890.0,197.0,7.0,61.0,8844.0,8844.0,51515.0,0.0,61.0
379,379,SyskillWebert-Goats,1,2,active,ARFF,37.0,3.0,1.0,3.0,3.0,70.0,0.0,0.0,0.0,1.0
380,380,SyskillWebert-Bands,1,2,active,ARFF,39.0,3.0,7.0,3.0,3.0,61.0,0.0,0.0,0.0,1.0
381,381,ipums_la_98-small,1,2,active,ARFF,4802.0,3594.0,71.0,7.0,61.0,7485.0,7485.0,52048.0,0.0,61.0
382,382,ipums_la_97-small,1,2,active,ARFF,1938.0,488.0,258.0,8.0,61.0,7019.0,7019.0,48089.0,0.0,61.0
383,383,tr45.wc,1,2,active,Sparse_ARFF,160.0,10.0,14.0,10.0,8262.0,690.0,0.0,0.0,8261.0,1.0
384,384,tr21.wc,1,2,active,Sparse_ARFF,231.0,6.0,4.0,6.0,7903.0,336.0,0.0,0.0,7902.0,1.0
385,385,tr31.wc,1,2,active,Sparse_ARFF,352.0,7.0,2.0,7.0,10129.0,927.0,0.0,0.0,10128.0,1.0
386,386,oh15.wc,1,2,active,Sparse_ARFF,157.0,10.0,53.0,10.0,3101.0,913.0,0.0,0.0,3100.0,1.0
387,387,tr11.wc,1,2,active,Sparse_ARFF,132.0,9.0,6.0,9.0,6430.0,414.0,0.0,0.0,6429.0,1.0
388,388,tr23.wc,1,2,active,Sparse_ARFF,91.0,6.0,6.0,6.0,5833.0,204.0,0.0,0.0,5832.0,1.0
389,389,fbis.wc,1,2,active,Sparse_ARFF,506.0,17.0,38.0,17.0,2001.0,2463.0,0.0,0.0,2000.0,1.0
390,390,new3s.wc,1,2,active,Sparse_ARFF,696.0,44.0,104.0,44.0,26833.0,9558.0,0.0,0.0,26832.0,1.0
391,391,re0.wc,1,2,active,Sparse_ARFF,608.0,13.0,11.0,13.0,2887.0,1504.0,0.0,0.0,2886.0,1.0
392,392,oh0.wc,1,2,active,Sparse_ARFF,194.0,10.0,51.0,10.0,3183.0,1003.0,0.0,0.0,3182.0,1.0
393,393,la2s.wc,1,2,active,Sparse_ARFF,905.0,6.0,248.0,6.0,12433.0,3075.0,0.0,0.0,12432.0,1.0
394,394,oh5.wc,1,2,active,Sparse_ARFF,149.0,10.0,59.0,10.0,3013.0,918.0,0.0,0.0,3012.0,1.0
395,395,re1.wc,1,2,active,Sparse_ARFF,371.0,25.0,10.0,25.0,3759.0,1657.0,0.0,0.0,3758.0,1.0
396,396,la1s.wc,1,2,active,Sparse_ARFF,943.0,6.0,273.0,6.0,13196.0,3204.0,0.0,0.0,13195.0,1.0
397,397,tr12.wc,1,2,active,Sparse_ARFF,93.0,8.0,9.0,8.0,5805.0,313.0,0.0,0.0,5804.0,1.0
398,398,wap.wc,1,2,active,Sparse_ARFF,341.0,20.0,5.0,20.0,8461.0,1560.0,0.0,0.0,8460.0,1.0
399,399,ohscal.wc,1,2,active,Sparse_ARFF,1621.0,10.0,709.0,10.0,11466.0,11162.0,0.0,0.0,11465.0,1.0
400,400,tr41.wc,1,2,active,Sparse_ARFF,243.0,10.0,9.0,10.0,7455.0,878.0,0.0,0.0,7454.0,1.0
401,401,oh10.wc,1,2,active,Sparse_ARFF,165.0,10.0,52.0,10.0,3239.0,1050.0,0.0,0.0,3238.0,1.0
402,402,yokohoma2,1,2,active,ARFF,,,,0.0,1143.0,12.0,0.0,0.0,1143.0,0.0
403,403,heyl,1,2,active,ARFF,,,,0.0,1143.0,11.0,0.0,0.0,1143.0,0.0
404,404,yokohoma1,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0
405,405,mtp,1,2,active,ARFF,,,,0.0,203.0,4450.0,0.0,0.0,203.0,0.0
406,406,qsbr_y2,1,2,active,ARFF,,,,0.0,10.0,25.0,0.0,0.0,10.0,0.0
407,407,krystek,1,2,active,ARFF,,,,0.0,1143.0,30.0,0.0,0.0,1143.0,0.0
408,408,depreux,1,2,active,ARFF,,,,0.0,1143.0,26.0,0.0,0.0,1143.0,0.0
409,409,pdgfr,1,2,active,ARFF,,,,0.0,321.0,79.0,0.0,0.0,321.0,0.0
410,410,carbolenes,1,2,active,ARFF,,,,0.0,1143.0,37.0,0.0,0.0,1143.0,0.0
411,411,garrat2,1,2,active,ARFF,,,,0.0,1143.0,14.0,0.0,0.0,1143.0,0.0
412,412,Phen,1,2,active,ARFF,,,,0.0,111.0,22.0,0.0,0.0,111.0,0.0
413,413,siddiqi,1,2,active,ARFF,,,,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0
414,414,lewis,1,2,active,ARFF,,,,0.0,1143.0,7.0,0.0,0.0,1143.0,0.0
415,415,thompson,1,2,active,ARFF,,,,0.0,1143.0,8.0,0.0,0.0,1143.0,0.0
416,416,yprop_4_1,1,2,active,ARFF,,,,0.0,252.0,8885.0,0.0,0.0,252.0,0.0
417,417,tsutumi,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0
418,418,strupcz,1,2,active,ARFF,,,,0.0,1143.0,34.0,0.0,0.0,1143.0,0.0
419,419,PHENETYL1,1,2,active,ARFF,,,,0.0,629.0,22.0,0.0,0.0,629.0,0.0
420,420,cristalli,1,2,active,ARFF,,,,0.0,1143.0,32.0,0.0,0.0,1143.0,0.0
421,421,selwood,1,2,active,ARFF,,,,0.0,54.0,31.0,0.0,0.0,54.0,0.0
422,422,topo_2_1,1,2,active,ARFF,,,,0.0,267.0,8885.0,0.0,0.0,267.0,0.0
423,423,svensson,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0
424,424,pah,1,2,active,ARFF,,,,0.0,113.0,80.0,0.0,0.0,113.0,0.0
425,425,penning,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0
426,426,qsfsr1,1,2,active,ARFF,,,,0.0,10.0,20.0,0.0,0.0,10.0,0.0
427,427,qsfrdhla,1,2,active,ARFF,,,,0.0,34.0,16.0,0.0,0.0,34.0,0.0
428,428,qsprcmpx,1,2,active,ARFF,,,,0.0,40.0,22.0,0.0,0.0,40.0,0.0
429,429,qsfsr2,1,2,active,ARFF,,,,0.0,10.0,19.0,0.0,0.0,10.0,0.0
430,430,mtp2,1,2,active,ARFF,,,,0.0,1143.0,274.0,0.0,0.0,1143.0,0.0
431,431,qsbralks,1,2,active,ARFF,,,,0.0,22.0,13.0,0.0,0.0,22.0,0.0
432,432,stevenson,1,2,active,ARFF,,,,0.0,1143.0,5.0,0.0,0.0,1143.0,0.0
433,433,qsartox,1,2,active,ARFF,,,,0.0,24.0,16.0,0.0,0.0,24.0,0.0
434,434,benzo32,1,2,active,ARFF,,,,0.0,33.0,195.0,0.0,0.0,33.0,0.0
435,435,uehling,1,2,active,ARFF,,,,0.0,1143.0,9.0,0.0,0.0,1143.0,0.0
436,436,rosowky,1,2,active,ARFF,,,,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0
437,437,garrat,1,2,active,ARFF,,,,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0
438,438,doherty,1,2,active,ARFF,,,,0.0,1143.0,6.0,0.0,0.0,1143.0,0.0
439,439,chang,1,2,active,ARFF,,,,0.0,1143.0,34.0,0.0,0.0,1143.0,0.0
440,440,qsabr2,1,2,active,ARFF,,,,0.0,10.0,15.0,0.0,0.0,10.0,0.0
441,441,qsabr1,1,2,active,ARFF,,,,0.0,10.0,15.0,0.0,0.0,10.0,0.0
442,442,qsbr_rw1,1,2,active,ARFF,,,,0.0,51.0,14.0,0.0,0.0,51.0,0.0
443,443,analcatdata_broadway,1,2,active,ARFF,68.0,7.0,1.0,5.0,10.0,95.0,6.0,9.0,3.0,7.0
444,444,analcatdata_boxing2,1,2,active,ARFF,71.0,12.0,61.0,2.0,4.0,132.0,0.0,0.0,0.0,4.0
446,446,prnn_crabs,1,2,active,ARFF,100.0,2.0,100.0,2.0,8.0,200.0,0.0,0.0,6.0,2.0
448,448,analcatdata_boxing1,1,2,active,ARFF,78.0,12.0,42.0,2.0,4.0,120.0,0.0,0.0,0.0,4.0
449,449,analcatdata_homerun,1,2,active,ARFF,101.0,7.0,1.0,5.0,28.0,163.0,1.0,9.0,13.0,15.0
450,450,analcatdata_lawsuit,1,2,active,ARFF,245.0,2.0,19.0,2.0,5.0,264.0,0.0,0.0,3.0,2.0
451,451,irish,1,2,active,ARFF,278.0,10.0,222.0,2.0,6.0,500.0,32.0,32.0,2.0,4.0
452,452,analcatdata_broadwaymult,1,2,active,ARFF,118.0,95.0,21.0,7.0,8.0,285.0,18.0,27.0,3.0,5.0
453,453,analcatdata_bondrate,1,2,active,ARFF,33.0,10.0,1.0,5.0,12.0,57.0,1.0,1.0,4.0,8.0
454,454,analcatdata_halloffame,1,2,active,ARFF,1215.0,7.0,57.0,3.0,18.0,1340.0,20.0,20.0,15.0,3.0
455,455,cars,1,2,active,ARFF,254.0,5.0,73.0,3.0,9.0,406.0,14.0,14.0,6.0,3.0
456,456,analcatdata_birthday,1,2,active,ARFF,,31.0,,0.0,4.0,365.0,30.0,30.0,1.0,3.0
457,457,prnn_cushings,1,2,active,ARFF,12.0,4.0,2.0,4.0,4.0,27.0,0.0,0.0,2.0,2.0
458,458,analcatdata_authorship,1,2,active,ARFF,317.0,4.0,55.0,4.0,71.0,841.0,0.0,0.0,70.0,1.0
459,459,analcatdata_asbestos,1,2,active,ARFF,46.0,3.0,37.0,2.0,4.0,83.0,0.0,0.0,1.0,3.0
460,460,analcatdata_reviewer,1,2,active,ARFF,141.0,3.0,54.0,4.0,9.0,379.0,365.0,1418.0,0.0,9.0
461,461,analcatdata_creditscore,1,2,active,ARFF,73.0,6.0,27.0,2.0,7.0,100.0,0.0,0.0,3.0,4.0
462,462,analcatdata_challenger,1,2,active,ARFF,16.0,3.0,2.0,3.0,6.0,23.0,0.0,0.0,1.0,5.0
463,463,backache,1,2,active,ARFF,155.0,10.0,25.0,2.0,33.0,180.0,0.0,0.0,6.0,27.0
464,464,prnn_synth,1,2,active,ARFF,125.0,2.0,125.0,2.0,3.0,250.0,0.0,0.0,2.0,1.0
465,465,analcatdata_cyyoung8092,1,2,active,ARFF,73.0,62.0,24.0,2.0,11.0,97.0,0.0,0.0,7.0,4.0
466,466,schizo,1,2,active,ARFF,177.0,3.0,163.0,2.0,15.0,340.0,228.0,834.0,12.0,3.0
467,467,analcatdata_japansolvent,1,2,active,ARFF,27.0,2.0,25.0,2.0,10.0,52.0,0.0,0.0,8.0,2.0
468,468,confidence,1,2,active,ARFF,12.0,6.0,12.0,6.0,4.0,72.0,0.0,0.0,3.0,1.0
469,469,analcatdata_dmft,1,2,active,ARFF,155.0,9.0,123.0,6.0,5.0,797.0,0.0,0.0,0.0,5.0
470,470,profb,1,2,active,ARFF,448.0,28.0,224.0,2.0,10.0,672.0,666.0,1200.0,5.0,5.0
471,471,analcatdata_draft,1,2,active,ARFF,,12.0,,,5.0,366.0,2.0,2.0,2.0,3.0
472,472,lupus,1,2,active,ARFF,52.0,2.0,35.0,2.0,4.0,87.0,0.0,0.0,3.0,1.0
474,474,analcatdata_marketing,1,2,active,ARFF,203.0,5.0,2.0,6.0,33.0,364.0,53.0,101.0,0.0,33.0
475,475,analcatdata_germangss,1,2,active,ARFF,100.0,5.0,100.0,4.0,6.0,400.0,0.0,0.0,1.0,5.0
476,476,analcatdata_bankruptcy,1,2,active,ARFF,25.0,2.0,25.0,2.0,7.0,50.0,0.0,0.0,5.0,2.0
477,477,fl2000,1,2,active,ARFF,41.0,5.0,1.0,5.0,17.0,67.0,0.0,0.0,14.0,3.0
479,479,analcatdata_cyyoung9302,1,2,active,ARFF,73.0,9.0,19.0,2.0,11.0,92.0,0.0,0.0,6.0,5.0
480,480,prnn_viruses,1,2,active,ARFF,39.0,10.0,3.0,4.0,19.0,61.0,0.0,0.0,10.0,9.0
481,481,biomed,1,2,active,ARFF,134.0,7.0,75.0,2.0,9.0,209.0,15.0,15.0,7.0,2.0
482,482,arsenic-male-bladder,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0
483,483,iq_brain_size,1,2,active,ARFF,,10.0,,0.0,9.0,20.0,0.0,0.0,6.0,3.0
485,485,analcatdata_vehicle,1,2,active,ARFF,,6.0,,0.0,5.0,48.0,0.0,0.0,1.0,4.0
486,486,papir_1,1,2,active,ARFF,,,,,,,,,,
487,487,papir_2,1,2,active,ARFF,,,,0.0,41.0,30.0,0.0,0.0,41.0,0.0
488,488,colleges_aaup,1,2,active,ARFF,617.0,52.0,1.0,4.0,17.0,1161.0,87.0,256.0,14.0,3.0
490,490,hip,1,2,active,ARFF,,,,,8.0,54.0,30.0,120.0,8.0,0.0
491,491,analcatdata_negotiation,1,2,active,ARFF,,2.0,,0.0,6.0,92.0,17.0,26.0,5.0,1.0
492,492,newton_hema,1,2,active,ARFF,,11.0,,0.0,4.0,140.0,0.0,0.0,3.0,1.0
493,493,wind_correlations,1,2,active,ARFF,,,,,47.0,45.0,0.0,0.0,47.0,0.0
494,494,analcatdata_hiroshima,1,2,active,ARFF,,1.0,,0.0,3.0,649.0,0.0,0.0,2.0,1.0
495,495,baseball-pitcher,1,2,active,ARFF,,,,,,,,,,
497,497,veteran,1,2,active,ARFF,,4.0,,0.0,8.0,137.0,0.0,0.0,4.0,4.0
498,498,analcatdata_runshoes,1,2,active,ARFF,,5.0,,0.0,11.0,60.0,14.0,14.0,5.0,6.0
500,500,analcatdata_vineyard,1,2,active,ARFF,,9.0,,0.0,4.0,468.0,0.0,0.0,3.0,1.0
501,501,analcatdata_impeach,1,2,active,ARFF,,50.0,,,10.0,100.0,0.0,0.0,2.0,8.0
502,502,analcatdata_whale,1,2,active,ARFF,,2.0,,,8.0,228.0,5.0,20.0,6.0,2.0
503,503,wind,1,2,active,ARFF,,,,0.0,15.0,6574.0,0.0,0.0,15.0,0.0
504,504,analcatdata_supreme,1,2,active,ARFF,,,,0.0,8.0,4052.0,0.0,0.0,8.0,0.0
505,505,tecator,1,2,active,ARFF,,,,0.0,125.0,240.0,0.0,0.0,125.0,0.0
506,506,analcatdata_gsssexsurvey,1,2,active,ARFF,,2.0,,0.0,10.0,159.0,6.0,6.0,5.0,5.0
507,507,space_ga,1,2,active,ARFF,,,,0.0,7.0,3107.0,0.0,0.0,7.0,0.0
508,508,nflpass,1,2,active,ARFF,,,,0.0,7.0,26.0,0.0,0.0,6.0,1.0
509,509,places,1,2,active,ARFF,,,,0.0,10.0,329.0,0.0,0.0,9.0,1.0
510,510,sleep,2,2,active,ARFF,,,,0.0,11.0,62.0,20.0,38.0,10.0,1.0
511,511,plasma_retinol,1,2,active,ARFF,,3.0,,0.0,14.0,315.0,0.0,0.0,11.0,3.0
512,512,balloon,1,2,active,ARFF,,,,0.0,3.0,2001.0,0.0,0.0,3.0,0.0
513,513,arsenic-female-lung,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0
515,515,baseball-team,1,2,active,ARFF,,7.0,,0.0,9.0,26.0,0.0,0.0,5.0,4.0
516,516,pbcseq,1,2,active,ARFF,,1024.0,,0.0,19.0,1945.0,832.0,1133.0,13.0,6.0
518,518,analcatdata_gviolence,1,2,active,ARFF,,,,0.0,10.0,74.0,0.0,0.0,9.0,1.0
519,519,vinnie,1,2,active,ARFF,,,,0.0,3.0,380.0,0.0,0.0,3.0,0.0
520,520,analcatdata_wildcat,1,2,active,ARFF,,2.0,,0.0,6.0,163.0,0.0,0.0,4.0,2.0
521,521,analcatdata_ncaa,1,2,active,ARFF,,3.0,,0.0,20.0,120.0,0.0,0.0,4.0,16.0
522,522,pm10,1,2,active,ARFF,,,,0.0,8.0,500.0,0.0,0.0,8.0,0.0
523,523,analcatdata_neavote,1,2,active,ARFF,,3.0,,0.0,4.0,100.0,0.0,0.0,2.0,2.0
524,524,pbc,2,2,active,ARFF,,3.0,,0.0,20.0,418.0,142.0,1033.0,14.0,6.0
525,525,baseball-hitter,1,2,active,ARFF,,,,,,,,,,
526,526,analcatdata_seropositive,1,2,active,ARFF,,3.0,,0.0,4.0,132.0,0.0,0.0,3.0,1.0
527,527,analcatdata_election2000,1,2,active,ARFF,,,,0.0,16.0,67.0,0.0,0.0,15.0,1.0
528,528,humandevel,1,2,active,ARFF,,,,0.0,4.0,130.0,0.0,0.0,3.0,1.0
529,529,pollen,1,2,active,ARFF,,,,0.0,6.0,3848.0,0.0,0.0,6.0,0.0
530,530,analcatdata_olympic2000,1,2,active,ARFF,,,,0.0,13.0,66.0,0.0,0.0,12.0,1.0
531,531,boston,1,2,active,ARFF,,9.0,,0.0,14.0,506.0,0.0,0.0,12.0,2.0
532,532,analcatdata_uktrainacc,1,2,active,ARFF,,,,,16.0,31.0,25.0,150.0,16.0,0.0
533,533,arsenic-female-bladder,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0
534,534,cps_85_wages,1,2,active,ARFF,,6.0,,0.0,11.0,534.0,0.0,0.0,4.0,7.0
535,535,analcatdata_chlamydia,1,2,active,ARFF,,10.0,,0.0,4.0,100.0,0.0,0.0,1.0,3.0
536,536,arsenic-male-lung,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0
537,537,houses,1,2,active,ARFF,,,,0.0,9.0,20640.0,0.0,0.0,9.0,0.0
538,538,colleges_usnews,1,2,active,ARFF,,,,,,,,,,
539,539,analcatdata_galapagos,1,2,active,ARFF,,,,0.0,8.0,30.0,6.0,6.0,7.0,1.0
540,540,mu284,1,2,active,ARFF,,,,0.0,11.0,284.0,0.0,0.0,11.0,0.0
541,541,socmob,1,2,active,ARFF,,17.0,,0.0,6.0,1156.0,0.0,0.0,2.0,4.0
542,542,pollution,1,2,active,ARFF,,,,0.0,16.0,60.0,0.0,0.0,16.0,0.0
543,543,boston_corrected,1,2,active,ARFF,,92.0,,0.0,21.0,506.0,0.0,0.0,18.0,3.0
544,544,transplant,1,2,active,ARFF,,,,0.0,4.0,131.0,0.0,0.0,4.0,0.0
545,545,lmpavw,1,2,active,ARFF,,,,0.0,1.0,6875.0,0.0,0.0,1.0,0.0
546,546,sensory,1,2,active,ARFF,,6.0,,0.0,12.0,576.0,0.0,0.0,1.0,11.0
547,547,no2,1,2,active,ARFF,,,,0.0,8.0,500.0,0.0,0.0,8.0,0.0
549,549,strikes,1,2,active,ARFF,,,,0.0,7.0,625.0,0.0,0.0,7.0,0.0
550,550,quake,2,2,active,ARFF,,,,0.0,4.0,2178.0,0.0,0.0,4.0,0.0
551,551,analcatdata_michiganacc,1,2,active,ARFF,,12.0,,0.0,5.0,108.0,0.0,0.0,3.0,2.0
552,552,detroit,2,2,active,ARFF,,,,0.0,14.0,13.0,0.0,0.0,14.0,0.0
553,553,kidney,1,2,active,ARFF,,4.0,,0.0,7.0,76.0,0.0,0.0,4.0,3.0
554,554,mnist_784,1,2,active,ARFF,7877.0,10.0,6313.0,10.0,785.0,70000.0,0.0,0.0,784.0,1.0
555,555,analcatdata_apnea3,1,2,active,ARFF,,5.0,,0.0,4.0,450.0,0.0,0.0,2.0,2.0
556,556,analcatdata_apnea2,1,2,active,ARFF,,5.0,,0.0,4.0,475.0,0.0,0.0,2.0,2.0
557,557,analcatdata_apnea1,1,2,active,ARFF,,5.0,,0.0,4.0,475.0,0.0,0.0,2.0,2.0
558,558,bank32nh,1,2,active,ARFF,,,,0.0,33.0,8192.0,0.0,0.0,33.0,0.0
559,559,schlvote,1,2,active,ARFF,,,,,,,,,,
560,560,bodyfat,1,2,active,ARFF,,,,0.0,15.0,252.0,0.0,0.0,15.0,0.0
561,561,cpu,1,2,active,ARFF,,30.0,,0.0,8.0,209.0,0.0,0.0,7.0,1.0
562,562,cpu_small,2,2,active,ARFF,,,,0.0,13.0,8192.0,0.0,0.0,13.0,0.0
563,563,kdd_el_nino-small,1,2,active,ARFF,,,,,,,,,,
564,564,fried,1,2,active,ARFF,,,,0.0,11.0,40768.0,0.0,0.0,11.0,0.0
565,565,water-treatment,1,2,active,ARFF,,,,,,,,,,
566,566,meta,1,2,active,ARFF,,24.0,,0.0,22.0,528.0,264.0,504.0,20.0,2.0
567,567,kdd_coil_1,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
568,568,kdd_coil_2,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
569,569,auto93,1,2,active,ARFF,,31.0,,0.0,23.0,93.0,11.0,14.0,17.0,6.0
570,570,kdd_coil_3,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
572,572,bank8FM,1,2,active,ARFF,,,,0.0,9.0,8192.0,0.0,0.0,9.0,0.0
573,573,cpu_act,2,2,active,ARFF,,,,0.0,22.0,8192.0,0.0,0.0,22.0,0.0
574,574,house_16H,1,2,active,ARFF,,,,0.0,17.0,22784.0,0.0,0.0,17.0,0.0
575,575,kdd_coil_4,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
576,576,kdd_coil_5,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
577,577,kdd_coil_6,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
578,578,kdd_coil_7,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
579,579,fri_c0_250_5,1,2,active,ARFF,,,,0.0,6.0,250.0,0.0,0.0,6.0,0.0
580,580,fri_c4_250_100,1,2,active,ARFF,,,,0.0,101.0,250.0,0.0,0.0,101.0,0.0
581,581,fri_c3_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
582,582,fri_c1_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
583,583,fri_c1_1000_50,1,2,active,ARFF,,,,0.0,51.0,1000.0,0.0,0.0,51.0,0.0
584,584,fri_c4_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
585,585,fri_c3_100_10,1,2,active,ARFF,,,,0.0,11.0,100.0,0.0,0.0,11.0,0.0
586,586,fri_c3_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
587,587,fri_c3_100_50,1,2,active,ARFF,,,,0.0,51.0,100.0,0.0,0.0,51.0,0.0
588,588,fri_c4_1000_100,1,2,active,ARFF,,,,0.0,101.0,1000.0,0.0,0.0,101.0,0.0
589,589,fri_c2_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
590,590,fri_c0_1000_50,1,2,active,ARFF,,,,0.0,51.0,1000.0,0.0,0.0,51.0,0.0
591,591,fri_c1_100_10,1,2,active,ARFF,,,,0.0,11.0,100.0,0.0,0.0,11.0,0.0
592,592,fri_c4_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
593,593,fri_c1_1000_10,1,2,active,ARFF,,,,0.0,11.0,1000.0,0.0,0.0,11.0,0.0
594,594,fri_c2_100_5,1,2,active,ARFF,,,,0.0,6.0,100.0,0.0,0.0,6.0,0.0
595,595,fri_c0_1000_10,1,2,active,ARFF,,,,0.0,11.0,1000.0,0.0,0.0,11.0,0.0
596,596,fri_c2_250_5,1,2,active,ARFF,,,,0.0,6.0,250.0,0.0,0.0,6.0,0.0
597,597,fri_c2_500_5,1,2,active,ARFF,,,,0.0,6.0,500.0,0.0,0.0,6.0,0.0
598,598,fri_c0_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
599,599,fri_c2_1000_5,1,2,active,ARFF,,,,0.0,6.0,1000.0,0.0,0.0,6.0,0.0
600,600,fri_c0_100_50,1,2,active,ARFF,,,,0.0,51.0,100.0,0.0,0.0,51.0,0.0
601,601,fri_c1_250_5,1,2,active,ARFF,,,,0.0,6.0,250.0,0.0,0.0,6.0,0.0
602,602,fri_c3_250_10,1,2,active,ARFF,,,,0.0,11.0,250.0,0.0,0.0,11.0,0.0
