sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,end,is_recid
1,35,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,463,-1
0,48,1,0,0,0,0,4,-1.0,1.0,3,4,2,0,3,1,484,-1
1,53,1,2,0,0,0,1,-6.0,7.0,1,0,1,0,0,1,742,-1
0,22,2,0,0,0,0,0,-1.0,1.0,3,3,1,0,4,2,700,-1
0,33,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,564,-1
1,25,0,2,0,0,0,4,-60.0,60.0,6,6,2,0,4,2,668,-1
1,54,1,2,0,0,0,10,0.0,0.0,3,4,2,0,1,1,486,-1
1,55,1,0,0,0,0,11,0.0,1.0,3,5,2,0,5,2,712,-1
1,47,1,0,0,0,0,20,-1.0,1.0,3,8,0,0,4,2,788,-1
1,23,2,3,0,0,0,4,-27.0,27.0,3,8,0,0,7,0,237,-1
1,32,0,2,0,0,0,0,-1.0,1.0,8,0,1,0,0,1,1089,-1
0,20,2,2,0,0,0,2,28.0,36.0,3,8,0,0,8,0,506,-1
1,49,1,3,0,0,0,14,31.0,136.0,2,6,2,0,3,1,582,-1
1,30,0,0,0,0,0,8,-1.0,1.0,3,6,2,0,4,2,690,-1
0,28,0,0,0,0,0,1,-8.0,8.0,2,1,1,0,1,1,427,-1
1,29,0,0,0,0,0,8,178.0,614.0,3,9,0,0,8,0,851,-1
1,35,0,2,0,0,0,2,-50.0,50.0,3,8,0,0,4,2,808,-1
1,53,1,0,0,0,0,17,222.0,353.0,3,5,2,0,3,1,618,-1
1,32,0,0,0,0,0,2,0.0,0.0,7,7,0,0,4,2,1166,-1
1,28,0,0,0,0,0,5,-1.0,1.0,3,6,2,0,2,1,231,-1
1,47,1,2,0,0,0,3,0.0,0.0,8,4,2,0,0,1,1082,-1
1,23,2,2,0,0,0,0,-1.0,1.0,7,1,1,0,2,1,516,-1
1,52,1,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1171,-1
1,26,0,0,0,0,0,1,-1.0,1.0,7,1,1,0,2,1,670,-1
0,29,0,2,0,0,0,8,12.0,65.0,8,7,0,0,2,1,772,-1
1,23,2,0,0,0,0,2,-1.0,1.0,3,6,2,0,4,2,539,-1
1,57,1,3,0,0,0,1,-15.0,15.0,7,0,1,0,0,1,1117,-1
1,21,2,2,0,0,1,0,-1.0,1.0,8,2,1,0,4,2,822,-1
1,35,0,0,0,0,0,6,-1.0,1.0,3,2,1,0,2,1,899,-1
1,31,0,0,0,0,0,1,-1.0,1.0,3,0,1,0,1,1,596,-1
1,25,0,0,0,0,0,1,188.0,55.0,3,2,1,0,3,1,188,-1
1,21,2,3,0,0,0,0,-1.0,1.0,3,3,1,0,5,2,1055,-1
1,55,1,0,0,0,0,5,-1.0,1.0,3,3,1,0,2,1,1181,-1
0,39,0,0,0,0,0,3,-1.0,1.0,8,5,2,0,1,1,1160,-1
1,28,0,0,0,0,0,2,-1.0,1.0,8,3,1,0,1,1,1062,-1
1,43,0,0,0,0,0,2,-1.0,1.0,3,2,1,0,0,1,449,-1
0,70,1,5,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1078,-1
1,40,0,2,0,0,0,1,-1.0,1.0,3,1,1,0,0,1,1144,-1
1,39,0,2,0,0,0,8,-75.0,75.0,3,5,2,0,3,1,920,-1
1,61,1,2,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,1174,-1
0,40,0,0,0,0,0,2,-1.0,1.0,3,0,1,0,0,1,1141,-1
1,27,0,2,0,0,0,0,-1.0,1.0,7,1,1,0,2,1,1059,-1
1,34,0,0,0,0,0,1,0.0,1.0,3,6,2,0,1,1,502,-1
1,43,0,0,0,0,0,2,0.0,0.0,1,0,1,0,0,1,1093,-1
1,23,2,0,0,2,1,8,-1.0,1.0,7,9,0,0,7,0,730,-1
0,32,0,0,0,0,0,3,-1.0,1.0,3,6,2,0,1,1,512,-1
1,21,2,3,0,0,0,1,-40.0,40.0,2,8,0,0,7,0,971,-1
1,53,1,0,0,0,0,13,0.0,1.0,3,2,1,0,5,2,476,-1
1,34,0,2,0,0,0,4,-17.0,17.0,3,1,1,0,2,1,662,-1
1,34,0,0,2,1,0,5,264.0,3279.0,8,6,2,0,1,1,1170,-1
0,31,0,0,0,0,0,0,-1.0,0.0,3,1,1,0,0,1,670,-1
0,47,1,2,0,0,0,0,-28.0,29.0,9,0,1,0,0,1,547,-1
1,46,1,0,0,0,0,12,-1.0,1.0,7,5,2,0,3,1,344,-1
0,24,2,2,0,0,1,3,-120.0,113.0,3,5,2,0,3,1,158,-1
1,44,0,3,0,0,0,0,-1.0,1.0,8,0,1,0,0,1,893,-1
0,25,0,0,0,0,0,1,-13.0,13.0,3,2,1,0,3,1,316,-1
1,23,2,0,0,0,0,1,-1.0,1.0,3,6,2,0,6,2,264,-1
0,24,2,2,0,0,0,0,-1.0,1.0,3,7,0,0,4,2,440,-1
1,47,1,3,0,0,0,1,-27.0,27.0,3,0,1,0,0,1,799,-1
1,26,0,2,0,0,2,6,81.0,382.0,8,7,0,0,7,0,535,-1
1,69,1,3,0,0,0,0,-6.0,6.0,7,0,1,0,0,1,704,-1
1,23,2,0,0,1,0,1,689.0,672.0,9,9,0,0,7,0,926,-1
1,53,1,2,0,0,0,1,-21.0,21.0,1,0,1,0,0,1,751,-1
1,37,0,0,0,0,0,8,-1.0,1.0,2,1,1,0,0,1,742,-1
0,26,0,0,0,0,0,6,-1.0,1.0,7,5,2,0,4,2,638,-1
1,65,1,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,582,-1
0,26,0,0,0,0,0,1,-1.0,1.0,7,1,1,0,1,1,935,-1
1,32,0,0,0,0,0,4,0.0,0.0,3,4,2,0,1,1,892,-1
1,26,0,0,0,0,0,6,0.0,0.0,8,7,0,0,5,2,465,-1
1,37,0,0,0,0,0,3,0.0,0.0,3,1,1,0,0,1,102,-1
1,20,2,0,0,0,1,1,-1.0,1.0,3,4,2,0,6,2,800,-1
1,68,1,0,0,0,0,6,-1.0,1.0,7,3,1,0,0,1,922,-1
0,28,0,2,0,0,0,0,-1.0,1.0,3,8,0,0,6,2,472,-1
1,51,1,2,0,0,0,0,-1.0,1.0,7,1,1,0,1,1,883,-1
1,25,0,0,0,0,0,0,-1.0,1.0,3,3,1,0,3,1,855,-1
1,26,0,0,0,0,0,4,0.0,0.0,3,9,0,0,8,0,1120,-1
1,38,0,2,0,0,0,2,-64.0,64.0,3,0,1,0,0,1,84,-1
0,41,0,2,0,0,0,0,-1.0,2.0,7,0,1,0,0,1,630,-1
1,41,0,0,0,0,0,7,0.0,0.0,3,3,1,0,0,1,940,-1
1,41,0,3,0,0,0,2,-132.0,132.0,1,1,1,0,1,1,730,-1
1,24,2,0,0,0,0,0,-1.0,1.0,3,1,1,0,2,1,461,-1
0,23,2,0,0,0,0,0,-1.0,1.0,7,2,1,0,2,1,515,-1
0,25,0,2,0,0,0,0,-1.0,1.0,8,3,1,0,2,1,865,-1
1,34,0,2,0,0,1,0,-1.0,1.0,3,1,1,0,0,1,1083,-1
1,28,0,0,0,0,0,0,-1.0,1.0,3,1,1,0,2,1,894,-1
1,48,1,0,0,0,0,5,-1.0,1.0,3,4,2,0,2,1,156,-1
1,49,1,3,0,0,0,3,21.0,98.0,2,3,1,0,3,1,527,-1
1,33,0,0,0,0,0,5,0.0,1.0,3,3,1,0,1,1,909,-1
1,21,2,2,0,0,0,0,-1.0,1.0,3,3,1,0,5,2,519,-1
0,37,0,3,0,0,0,0,-3.0,3.0,7,2,1,0,2,1,1019,-1
1,54,1,2,0,0,0,0,-2.0,2.0,8,0,1,0,0,1,683,-1
1,25,0,0,0,0,0,0,0.0,1.0,3,4,2,0,4,2,1126,-1
1,25,0,2,0,2,1,9,0.0,0.0,2,8,0,0,8,0,1181,-1
1,37,0,0,0,0,0,1,-1.0,1.0,3,9,0,0,9,0,1095,-1
0,47,1,2,0,0,0,0,-3.0,4.0,7,0,1,0,0,1,457,-1
0,25,0,5,0,0,0,2,0.0,1.0,3,3,1,0,1,1,507,-1
1,23,2,5,0,0,0,0,-1.0,1.0,2,4,2,0,7,0,692,-1
0,38,0,3,0,0,0,0,-1.0,2.0,3,0,1,0,0,1,880,-1
1,24,2,0,0,0,0,1,-1.0,1.0,7,3,1,0,3,1,912,-1
1,25,0,0,0,0,0,10,-1.0,1.0,6,6,2,0,7,0,1052,-1
1,23,2,0,2,0,1,4,85.0,260.0,3,9,0,0,8,0,503,-1
0,52,1,0,0,0,0,8,-1.0,1.0,1,8,0,0,6,2,497,-1
1,31,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,741,-1
1,61,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,732,-1
1,21,2,0,0,0,0,1,-8.0,8.0,3,7,0,0,7,0,1136,-1
0,51,1,0,0,0,0,4,-60.0,60.0,3,0,1,0,0,1,907,-1
0,33,0,0,0,0,0,2,0.0,0.0,3,1,1,0,0,1,892,-1
1,39,0,0,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,1159,-1
1,20,2,2,0,0,0,0,-1.0,1.0,3,2,1,0,5,2,933,-1
1,28,0,0,0,0,0,0,-1.0,1.0,3,3,1,0,2,1,624,-1
1,19,2,0,0,0,0,0,-1.0,1.0,7,3,1,0,5,2,507,-1
1,26,0,2,0,0,2,6,81.0,382.0,8,7,0,0,7,0,1088,-1
1,22,2,0,0,0,0,1,0.0,1.0,3,3,1,0,5,2,289,-1
1,23,2,0,0,0,0,2,-1.0,1.0,3,7,0,0,6,2,722,-1
0,50,1,2,0,0,0,14,-1.0,1.0,3,8,0,0,5,2,61,-1
0,36,0,2,0,0,0,0,-1.0,1.0,7,1,1,0,0,1,811,-1
1,30,0,0,0,0,0,4,-1.0,1.0,8,9,0,0,5,2,917,-1
1,42,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,863,-1
1,69,1,0,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,585,-1
0,20,2,0,0,0,0,0,-1.0,1.0,3,5,2,0,5,2,465,-1
0,28,0,0,0,0,0,5,-1.0,1.0,7,7,0,0,6,2,1139,-1
1,20,2,0,13,0,1,13,-1.0,1.0,3,9,0,0,7,0,806,-1
1,33,0,2,0,0,0,3,-1.0,1.0,3,0,1,0,0,1,368,-1
1,60,1,0,0,0,0,43,160.0,99.0,3,7,0,0,4,2,160,-1
1,76,1,2,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,499,-1
1,43,0,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,1136,-1
1,56,1,2,0,0,0,5,-238.0,238.0,3,0,1,0,0,1,737,-1
1,38,0,3,0,0,0,0,0.0,1.0,7,0,1,0,0,1,966,-1
1,34,0,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,1054,-1
0,27,0,0,0,0,0,4,0.0,0.0,3,5,2,0,3,1,603,-1
0,54,1,2,0,0,0,1,-48.0,49.0,7,2,1,0,1,1,815,-1
1,29,0,2,0,0,0,1,-18.0,18.0,1,1,1,0,2,1,794,-1
1,27,0,0,0,0,1,1,-95.0,1227.0,2,9,0,0,6,2,665,-1
0,21,2,2,0,0,0,0,-2.0,2.0,3,3,1,0,4,2,861,-1
1,55,1,0,0,0,0,1,-43.0,43.0,3,4,2,0,4,2,889,-1
1,59,1,2,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,705,-1
1,42,0,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,1150,-1
1,50,1,2,0,0,0,2,-32.0,32.0,3,0,1,0,0,1,830,-1
1,38,0,0,0,0,0,14,0.0,1.0,3,9,0,0,7,0,222,-1
1,31,0,2,0,0,1,2,-194.0,194.0,3,4,2,0,2,1,295,-1
1,27,0,0,0,0,0,3,-1.0,1.0,3,1,1,0,3,1,324,-1
1,25,0,2,0,0,0,0,-1.0,2.0,7,2,1,0,2,1,138,-1
1,38,0,5,0,0,0,0,-2.0,3.0,7,1,1,0,0,1,940,-1
1,36,0,0,1,2,5,17,105.0,11.0,8,6,2,0,4,2,962,-1
1,54,1,2,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,95,-1
0,26,0,0,0,1,0,6,0.0,1.0,2,4,2,0,2,1,634,-1
1,35,0,0,0,0,0,2,-1.0,1.0,7,6,2,0,3,1,1171,-1
0,58,1,2,0,0,0,2,-23.0,23.0,7,0,1,0,0,1,1068,-1
0,42,0,2,0,0,0,0,-3.0,3.0,3,1,1,0,0,1,1039,-1
1,20,2,2,0,0,0,1,-39.0,39.0,3,3,1,0,5,2,585,-1
1,29,0,0,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,678,-1
0,39,0,2,0,0,0,1,-1.0,1.0,3,3,1,0,2,1,1015,-1
1,26,0,0,0,1,0,4,649.0,1562.0,7,7,0,0,5,2,756,-1
1,24,2,0,0,0,0,1,-1.0,1.0,7,5,2,0,3,1,923,-1
1,34,0,2,0,0,0,2,-1.0,1.0,3,0,1,0,0,1,634,-1
1,21,2,0,0,0,0,0,-1.0,1.0,3,4,2,0,6,2,672,-1
1,33,0,1,0,0,0,2,14.0,132.0,9,7,0,0,7,0,38,-1
1,30,0,0,0,0,0,0,-1.0,1.0,7,5,2,0,7,0,634,-1
1,33,0,2,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,650,-1
1,21,2,2,0,0,0,1,-1.0,1.0,3,4,2,0,3,1,403,-1
0,59,1,2,0,0,0,0,0.0,1.0,8,0,1,0,0,1,905,-1
0,33,0,2,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,515,-1
1,23,2,0,0,0,0,3,-1.0,1.0,8,9,0,0,8,0,954,-1
1,38,0,0,0,0,0,4,-1.0,1.0,7,1,1,0,1,1,55,-1
1,21,2,2,0,0,0,1,-1.0,1.0,3,4,2,0,5,2,629,-1
1,21,2,0,0,0,0,1,-1.0,1.0,3,1,1,0,4,2,333,-1
1,26,0,0,0,0,0,0,-1.0,1.0,7,1,1,0,1,1,786,-1
1,28,0,3,0,0,0,3,-1.0,1.0,8,4,2,0,4,2,1140,-1
1,38,0,0,2,0,0,10,-1.0,1.0,3,7,0,0,6,2,528,-1
1,47,1,1,0,0,0,1,0.0,1.0,7,0,1,0,0,1,53,-1
1,27,0,2,0,0,0,3,-1.0,1.0,8,1,1,0,1,1,649,-1
1,50,1,3,0,0,0,11,-210.0,210.0,7,8,0,0,2,1,878,-1
1,41,0,0,0,0,0,0,-4.0,4.0,7,5,2,0,1,1,967,-1
1,34,0,0,0,0,0,3,-1.0,1.0,2,0,1,0,0,1,800,-1
1,49,1,3,0,0,0,0,-4.0,4.0,1,0,1,0,0,1,669,-1
0,30,0,0,0,0,0,0,-1.0,1.0,7,1,1,0,1,1,912,-1
1,55,1,2,0,0,0,2,-1.0,1.0,2,0,1,0,0,1,925,-1
1,24,2,2,0,0,0,0,-1.0,1.0,3,2,1,0,3,1,669,-1
0,26,0,0,0,0,0,0,-1.0,1.0,3,3,1,0,3,1,628,-1
0,41,0,0,0,0,0,0,0.0,1.0,2,0,1,0,0,1,820,-1
1,36,0,0,0,0,0,2,-2.0,1.0,3,0,1,0,0,1,644,-1
1,25,0,0,0,0,0,1,-16.0,16.0,2,2,1,0,3,1,233,-1
0,20,2,0,0,0,0,1,38.0,1.0,8,3,1,0,5,2,38,-1
1,54,1,5,0,0,0,2,-1.0,1.0,2,0,1,0,0,1,1043,-1
1,73,1,2,0,0,0,6,-12.0,12.0,3,0,1,0,0,1,539,-1
0,33,0,2,0,0,0,2,-29.0,29.0,3,1,1,0,0,1,1082,-1
1,51,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,558,-1
1,23,2,0,0,0,0,1,0.0,0.0,8,5,2,0,5,2,1161,-1
1,24,2,3,0,0,0,0,0.0,0.0,7,2,1,0,4,2,793,-1
0,24,2,0,0,0,0,0,-3.0,3.0,3,3,1,0,3,1,637,-1
1,69,1,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,694,-1
0,26,0,0,0,0,0,1,-1.0,1.0,3,4,2,0,3,1,800,-1
1,51,1,3,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,1139,-1
1,21,2,0,0,0,1,1,147.0,45.0,3,3,1,0,5,2,147,-1
1,37,0,2,0,0,0,0,-1.0,2.0,3,1,1,0,0,1,701,-1
1,51,1,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,852,-1
1,35,0,2,0,0,0,5,-1.0,0.0,3,6,2,0,7,0,457,-1
0,32,0,0,0,1,0,13,-1.0,1.0,2,5,2,0,5,2,1052,-1
1,32,0,0,0,0,0,4,-1.0,1.0,2,6,2,0,3,1,505,-1
1,56,1,0,0,0,0,4,58.0,153.0,2,0,1,0,0,1,610,-1
1,40,0,2,0,0,0,1,-1.0,1.0,3,2,1,0,0,1,541,-1
1,27,0,0,0,0,0,4,-58.0,57.0,3,4,2,0,2,1,334,-1
1,32,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,684,-1
0,25,0,0,0,0,0,1,-10.0,10.0,3,3,1,0,3,1,1096,-1
1,41,0,3,0,0,0,5,-6.0,6.0,7,3,1,0,5,2,455,-1
0,27,0,0,0,0,0,0,-1.0,1.0,3,3,1,0,2,1,546,-1
1,41,0,0,0,0,0,0,-1.0,1.0,3,2,1,0,0,1,525,-1
0,21,2,0,0,0,0,2,-1.0,1.0,2,7,0,0,7,0,654,-1
1,25,0,0,0,0,0,0,-1.0,1.0,2,2,1,0,3,1,1111,-1
1,62,1,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,903,-1
1,24,2,0,0,1,1,7,-1.0,1.0,7,8,0,0,6,2,1058,-1
1,35,0,0,0,0,0,7,-1.0,1.0,3,3,1,0,2,1,1057,-1
1,60,1,0,0,0,0,9,-1.0,1.0,3,7,0,0,0,1,766,-1
1,25,0,0,2,3,0,8,-230.0,46.0,2,9,0,0,8,0,529,-1
1,24,2,2,0,0,2,3,-1.0,1.0,3,4,2,0,3,1,1058,-1
1,32,0,2,0,0,0,0,0.0,1.0,3,2,1,0,1,1,53,-1
0,22,2,2,0,0,0,2,-22.0,22.0,7,4,2,0,4,2,836,-1
1,27,0,0,0,0,0,4,-24.0,24.0,8,8,0,0,6,2,49,-1
1,61,1,3,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,524,-1
1,26,0,0,0,0,0,5,311.0,1156.0,3,9,0,0,7,0,311,-1
1,25,0,0,0,0,0,6,210.0,0.0,3,8,0,0,8,0,557,-1
1,28,0,0,0,0,0,4,0.0,1.0,3,4,2,0,4,2,1092,-1
1,46,1,0,0,0,0,9,-1.0,1.0,3,3,1,0,1,1,890,-1
1,27,0,2,0,0,0,5,-12.0,12.0,8,3,1,0,2,1,820,-1
1,30,0,2,0,0,0,4,-25.0,25.0,3,3,1,0,1,1,470,-1
1,23,2,2,0,0,0,0,521.0,1.0,3,3,1,0,4,2,760,-1
1,45,1,3,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1078,-1
1,22,2,0,0,2,0,9,-1.0,1.0,2,9,0,0,8,0,660,-1
1,38,0,2,0,0,0,5,-1.0,1.0,3,5,2,0,1,1,54,-1
1,21,2,0,0,0,0,1,-8.0,8.0,3,7,0,0,7,0,965,-1
1,37,0,3,0,0,0,5,-1.0,1.0,3,1,1,0,0,1,1135,-1
1,37,0,3,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,913,-1
1,64,1,0,0,0,0,20,-1.0,1.0,3,6,2,0,0,1,827,-1
1,23,2,2,0,0,0,0,-1.0,1.0,3,3,1,0,3,1,720,-1
1,30,0,3,0,0,0,0,-1.0,1.0,3,3,1,0,1,1,671,-1
1,30,0,2,0,0,0,0,-1.0,1.0,7,1,1,0,0,1,919,-1
1,29,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,1,1,645,-1
1,49,1,2,0,0,0,8,-1.0,1.0,3,2,1,0,0,1,702,-1
0,27,0,0,0,0,0,1,-1.0,1.0,3,3,1,0,2,1,542,-1
1,41,0,3,0,0,0,1,0.0,0.0,7,0,1,0,0,1,681,-1
1,31,0,0,2,0,0,6,-1.0,1.0,3,5,2,0,5,2,1181,-1
1,46,1,2,0,0,0,1,-1.0,1.0,3,2,1,0,2,1,920,-1
1,46,1,2,0,0,0,5,-93.0,93.0,8,0,1,0,0,1,939,-1
1,29,0,0,0,0,0,3,-1.0,1.0,8,6,2,0,5,2,89,-1
1,33,0,0,0,0,0,5,0.0,1.0,3,1,1,0,1,1,626,-1
1,46,1,3,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,866,-1
0,20,2,0,0,0,0,0,-1.0,1.0,3,5,2,0,6,2,522,-1
1,36,0,2,0,0,0,0,0.0,0.0,7,2,1,0,2,1,541,-1
1,49,1,0,0,0,0,0,-4.0,4.0,3,0,1,0,0,1,1110,-1
1,32,0,0,0,0,0,1,-1.0,1.0,3,6,2,0,1,1,762,-1
1,33,0,3,0,0,0,0,-1.0,1.0,3,0,1,0,1,1,665,-1
1,23,2,0,0,0,0,3,0.0,1.0,7,4,2,0,5,2,960,-1
1,22,2,0,0,1,0,2,-1.0,1.0,1,4,2,0,6,2,1136,-1
1,28,0,2,0,0,0,1,0.0,0.0,7,0,1,0,1,1,604,-1
1,28,0,3,0,0,0,3,-1.0,1.0,8,4,2,0,4,2,270,-1
0,39,0,2,0,0,0,1,-1.0,1.0,3,3,1,0,2,1,392,-1
0,27,0,0,0,0,0,0,-1.0,1.0,8,2,1,0,1,1,653,-1
1,63,1,0,0,0,0,4,-1.0,2.0,3,0,1,0,0,1,507,-1
1,25,0,2,0,0,0,1,-27.0,27.0,8,4,2,0,5,2,512,-1
1,44,0,2,0,0,0,1,0.0,0.0,2,4,2,0,1,1,784,-1
1,34,0,0,0,0,0,2,-1.0,1.0,3,1,1,0,0,1,716,-1
1,26,0,0,0,0,0,6,0.0,0.0,8,7,0,0,5,2,233,-1
1,47,1,2,0,0,0,3,-1.0,1.0,3,1,1,0,0,1,935,-1
1,44,0,5,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1054,-1
1,32,0,0,2,1,0,9,-1.0,1.0,3,9,0,0,5,2,1134,-1
0,67,1,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1159,-1
1,26,0,3,0,0,1,2,0.0,1.0,7,0,1,0,1,1,780,-1
1,33,0,0,0,0,0,1,-17.0,17.0,3,1,1,0,0,1,864,-1
0,24,2,0,0,0,0,1,-1.0,1.0,3,4,2,0,3,1,864,-1
0,22,2,0,0,0,1,0,0.0,0.0,3,9,0,0,4,2,586,-1
0,27,0,2,0,0,0,0,-1.0,1.0,7,1,1,0,1,1,636,-1
1,44,0,3,0,0,0,0,-1.0,1.0,3,2,1,0,0,1,887,-1
1,45,1,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,751,-1
1,22,2,0,0,0,0,0,0.0,0.0,7,9,0,0,8,0,781,-1
1,37,0,0,0,0,0,12,-74.0,74.0,3,2,1,0,1,1,1068,-1
1,21,2,2,0,0,0,1,-1.0,1.0,3,2,1,0,4,2,1079,-1
1,37,0,3,0,0,0,1,0.0,0.0,3,4,2,0,0,1,766,-1
0,27,0,2,0,0,0,0,-4.0,4.0,3,2,1,0,1,1,991,-1
1,23,2,3,0,0,0,1,87.0,165.0,3,9,0,0,8,0,731,-1
1,31,0,2,0,0,0,1,-16.0,16.0,7,1,1,0,1,1,478,-1
1,31,0,0,0,0,0,2,-1.0,1.0,8,3,1,0,5,2,1068,-1
1,37,0,2,0,0,0,0,-1.0,1.0,3,4,2,0,2,1,1137,-1
1,42,0,0,0,0,0,15,121.0,405.0,3,8,0,0,6,2,488,-1
1,39,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,816,-1
0,28,0,2,0,0,0,7,606.0,244.0,3,8,0,0,5,2,1136,-1
1,44,0,2,0,0,0,0,-1.0,1.0,7,1,1,0,0,1,949,-1
1,32,0,0,0,0,0,7,0.0,0.0,3,1,1,0,0,1,460,-1
0,47,1,3,0,0,0,1,97.0,1.0,2,0,1,0,0,1,658,-1
0,25,0,3,0,0,0,0,-3.0,3.0,8,2,1,0,2,1,1068,-1
1,23,2,0,0,0,1,1,0.0,1.0,3,5,2,0,4,2,791,-1
1,32,0,2,0,0,0,0,0.0,1.0,3,2,1,0,1,1,169,-1
1,26,0,0,0,0,0,0,-1.0,1.0,3,1,1,0,2,1,1177,-1
1,36,0,2,0,0,0,5,-1.0,1.0,3,2,1,0,0,1,878,-1
1,43,0,2,0,0,0,1,-1.0,1.0,8,0,1,0,1,1,1162,-1
1,23,2,2,0,0,7,3,-1.0,1.0,7,6,2,0,8,0,820,-1
1,27,0,0,0,0,0,2,-1.0,1.0,3,3,1,0,2,1,935,-1
1,31,0,0,0,0,0,6,0.0,0.0,3,3,1,0,1,1,286,-1
1,60,1,0,0,0,0,9,-22.0,22.0,3,1,1,0,3,1,619,-1
1,48,1,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,918,-1
1,21,2,0,0,0,0,1,-1.0,1.0,3,5,2,0,6,2,1136,-1
0,45,1,2,0,0,0,1,0.0,1.0,7,2,1,0,1,1,668,-1
1,34,0,2,0,0,0,0,0.0,0.0,3,4,2,0,4,2,441,-1
1,40,0,0,10,0,0,14,-1.0,1.0,8,2,1,0,0,1,568,-1
1,51,1,2,0,0,0,13,-1.0,1.0,3,2,1,0,2,1,920,-1
1,40,0,0,0,0,0,4,442.0,1297.0,3,7,0,0,5,2,673,-1
1,49,1,2,0,0,0,1,-16.0,17.0,3,2,1,0,0,1,801,-1
1,26,0,0,0,1,0,8,-52.0,52.0,2,5,2,0,5,2,840,-1
0,53,1,2,0,0,0,0,-2.0,2.0,7,0,1,0,0,1,931,-1
1,42,0,2,0,0,0,6,-4.0,5.0,3,2,1,0,0,1,408,-1
1,29,0,0,0,0,0,1,0.0,1.0,2,8,0,0,7,0,524,-1
1,21,2,0,0,0,0,6,-1.0,1.0,1,7,0,0,7,0,588,-1
1,65,1,2,0,0,0,2,-84.0,60.0,7,0,1,0,0,1,991,-1
1,26,0,0,0,0,0,1,-1.0,1.0,3,6,2,0,5,2,667,-1
1,24,2,2,0,0,0,0,0.0,1.0,3,8,0,0,6,2,894,-1
0,42,0,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,864,-1
1,57,1,2,0,0,0,0,-2.0,2.0,3,0,1,0,0,1,988,-1
1,56,1,0,0,0,0,16,-1.0,1.0,3,4,2,0,1,1,431,-1
1,21,2,0,0,0,2,1,-1.0,1.0,3,4,2,0,4,2,327,-1
1,22,2,0,0,0,0,4,-1.0,1.0,3,6,2,0,6,2,209,-1
1,25,0,0,0,0,0,0,-1.0,1.0,7,1,1,0,2,1,777,-1
1,24,2,0,0,0,0,5,0.0,1.0,3,5,2,0,3,1,444,-1
0,21,2,0,0,0,0,0,-1.0,1.0,3,5,2,0,7,0,950,-1
1,36,0,3,0,0,0,1,-14.0,14.0,7,8,0,0,3,1,1134,-1
1,18,2,0,4,0,0,3,-414.0,372.0,2,8,0,0,9,0,611,-1
1,23,2,0,0,0,0,3,-1.0,1.0,2,6,2,0,4,2,154,-1
1,50,1,0,1,0,0,5,29.0,169.0,3,1,1,0,0,1,918,-1
1,45,1,2,0,0,0,0,-1.0,1.0,3,6,2,0,0,1,503,-1
1,23,2,0,1,0,4,2,0.0,0.0,3,8,0,0,8,0,1107,-1
1,40,0,2,0,0,0,1,-1.0,1.0,3,2,1,0,0,1,536,-1
1,26,0,0,0,0,0,7,-49.0,49.0,7,7,0,0,5,2,300,-1
1,44,0,0,0,0,0,9,-28.0,28.0,3,7,0,0,5,2,970,-1
