age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,Private,180138.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,Iran,>50K
2,Local-gov,115076.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
0,Private,115458.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,347890.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-not-inc,196001.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
0,State-gov,273905.0,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
0,,119156.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,179488.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2,2,United-States,<=50K
4,Private,203580.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,,<=50K
4,Private,236596.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
1,Private,183916.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,207578.0,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,3,3,United-States,>50K
2,Private,153141.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,,<=50K
2,Private,112763.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
2,Private,390781.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,2,United-States,<=50K
4,Local-gov,171328.0,10th,6,Widowed,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
0,Local-gov,27382.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,259014.0,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
2,Self-emp-not-inc,303044.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,2,Cambodia,>50K
0,Private,117789.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,172579.0,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,187666.0,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,204518.0,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,150042.0,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,98092.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,245918.0,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,146013.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,<=50K
1,Private,378322.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-inc,257295.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,4,Thailand,>50K
0,,218956.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,1,Canada,<=50K
4,Private,21174.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,185480.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,222205.0,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,>50K
4,Private,69867.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,191260.0,9th,5,Never-married,Other-service,Own-child,White,Male,1,0,1,United-States,<=50K
3,Self-emp-not-inc,30653.0,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,4,United-States,<=50K
1,Local-gov,209109.0,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,70377.0,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,477983.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,170924.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
1,Private,190174.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,193787.0,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,279472.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,2,0,3,United-States,>50K
0,Private,34918.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,Germany,<=50K
2,Local-gov,97688.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
1,Private,175413.0,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,173960.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,205759.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
4,Federal-gov,425161.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
2,Private,220531.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
3,Private,176609.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,371987.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,193884.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Ecuador,<=50K
2,Private,200352.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,127595.0,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Local-gov,220419.0,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,231931.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,248402.0,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,111095.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
2,Self-emp-inc,57424.0,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,,157443.0,Masters,14,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,1,0,2,,<=50K
0,Private,278130.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,169469.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,4,United-States,<=50K
3,Private,146268.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,2,United-States,>50K
0,Private,153718.0,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K
1,Private,217460.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
3,Private,238638.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
0,Private,303296.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,2,Laos,<=50K
2,Private,173321.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,193945.0,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,83082.0,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,193815.0,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-inc,34987.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,>50K
1,Private,59306.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,142897.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2,0,1,Taiwan,>50K
0,,860348.0,Some-college,10,Never-married,,Own-child,Black,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,205607.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,>50K
0,Private,199698.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,191954.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,138714.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,399087.0,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,2,Mexico,<=50K
1,Private,423158.0,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,159841.0,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,174308.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,50356.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,3,United-States,<=50K
1,Private,186110.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,200381.0,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,174309.0,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
4,Self-emp-not-inc,78383.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,,211601.0,Assoc-voc,11,Never-married,,Own-child,Black,Female,0,0,0,United-States,<=50K
2,Private,187728.0,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2,3,United-States,>50K
4,Self-emp-not-inc,321171.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,127921.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,1,0,3,United-States,<=50K
2,Private,206565.0,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,Private,224563.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,178686.0,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Local-gov,98545.0,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,242606.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,270942.0,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,3,Mexico,<=50K
1,Private,94235.0,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,United-States,<=50K
3,Private,71195.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,104112.0,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,0,0,1,Haiti,<=50K
2,Private,261192.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,94936.0,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,296478.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
2,State-gov,119272.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,2,United-States,>50K
1,Private,85043.0,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,State-gov,293364.0,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,241895.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,,36135.0,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
1,,151989.0,Assoc-voc,11,Divorced,,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,101128.0,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,1,Iran,<=50K
1,Private,156464.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,117963.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,192262.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,111363.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,329752.0,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
4,,372020.0,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,>50K
2,Federal-gov,95432.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
4,Private,161400.0,11th,7,Widowed,Other-service,Unmarried,Other,Male,0,0,2,United-States,<=50K
2,Private,96129.0,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
2,Private,111949.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
1,Self-emp-not-inc,117125.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Portugal,<=50K
2,Private,348022.0,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
4,Private,270092.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Private,180609.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,174575.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1,2,United-States,>50K
0,Private,410439.0,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,92262.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,183081.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,362589.0,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
4,Private,212448.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,>50K
2,Private,481060.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Federal-gov,185885.0,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,89821.0,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,State-gov,184018.0,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
2,Private,256649.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,160323.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Local-gov,350845.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,267404.0,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,35633.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,80914.0,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Private,172927.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,174319.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,214955.0,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,0,4,2,United-States,<=50K
0,Private,344991.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,108699.0,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Local-gov,117312.0,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,396099.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,134152.0,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,162028.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,4,0,United-States,>50K
0,Private,25429.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,232392.0,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,2,United-States,<=50K
1,Private,220098.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,>50K
1,Private,301302.0,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,277946.0,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,State-gov,98101.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,,>50K
1,Private,196164.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,115562.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,96975.0,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,<=50K
0,,137300.0,HS-grad,9,Never-married,,Other-relative,White,Female,0,0,1,United-States,<=50K
0,Private,86872.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
3,Self-emp-inc,132178.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,416103.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,108574.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,State-gov,288353.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
1,Private,227689.0,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,4,United-States,<=50K
1,Private,166481.0,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,3,2,Puerto-Rico,<=50K
2,Private,445382.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,4,United-States,>50K
1,Private,110145.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,317253.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
1,,123147.0,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,2,2,United-States,>50K
1,Private,364657.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
2,Local-gov,42346.0,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,1,United-States,<=50K
0,Private,241951.0,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,118500.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,188386.0,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
1,State-gov,1033222.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,92440.0,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,>50K
3,Private,190762.0,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Mexico,<=50K
1,Private,426017.0,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
