rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
FunctionTransformer,,,discretization_features_rebalancing_normalization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,3,,3,2,3,gini,success,0.862122023420835
FunctionTransformer,,,normalization_rebalancing_discretization_features_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,2,,3,2,3,gini,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_rebalancing_features_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,imputation_discretization_features_rebalancing_normalization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,PCA,6,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,3,,2,2,3,gini,success,0.6750158895999304
NearMiss,3,,features_imputation_normalization_rebalancing_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,,8,,,,minkowski,,,,,previous_constraint,-inf
FunctionTransformer,,,normalization_rebalancing_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,5,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_features_rebalancing_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_features_rebalancing_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_rebalancing_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,4,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_rebalancing_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,4,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_normalization_discretization_rebalancing_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,3,entropy,success,0.862122023420835
FunctionTransformer,,,features_normalization_discretization_rebalancing_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,features_normalization_rebalancing_discretization_imputation_classification,,True,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,2,2,,3,2,2,gini,success,0.4924524400330851
FunctionTransformer,,,features_discretization_normalization_imputation_rebalancing_classification,,True,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,5,,2,2,2,gini,success,0.862122023420835
SMOTE,,6,imputation_discretization_normalization_features_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,2,,3,2,1,gini,success,0.862122023420835
SMOTE,,6,rebalancing_normalization_discretization_features_imputation_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,SelectKBest,,1,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,2,,3,2,1,gini,fail,-inf
SMOTE,,6,features_discretization_normalization_imputation_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,3,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,2,,4,2,1,gini,fail,-inf
FunctionTransformer,,,rebalancing_imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,5,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_discretization_rebalancing_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,5,,2,2,2,entropy,success,0.862122023420835
NearMiss,2,,features_discretization_normalization_rebalancing_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,PCA,1,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,,19,,,,minkowski,,,,,previous_constraint,-inf
FunctionTransformer,,,normalization_imputation_discretization_rebalancing_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,5,,2,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_discretization_rebalancing_features_classification,,,,,FunctionTransformer,IterativeImputer,,constant,random,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,5,,10,,,,,,,,success,0.7455787732358191
FunctionTransformer,,,rebalancing_normalization_imputation_discretization_features_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,3,,2,2,3,gini,success,0.862122023420835
FunctionTransformer,,,discretization_normalization_imputation_rebalancing_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,4,,2,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_normalization_rebalancing_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,5,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_normalization_features_rebalancing_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,4,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_normalization_features_imputation_rebalancing_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,2,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,features_normalization_imputation_discretization_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,2,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,rebalancing_features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,4,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_features_discretization_rebalancing_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,4,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_features_rebalancing_normalization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,4,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,3,4,,3,2,3,gini,success,0.862122023420835
FunctionTransformer,,,imputation_features_rebalancing_normalization_discretization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,3,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_imputation_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,3,1,,3,2,4,gini,success,0.862122023420835
FunctionTransformer,,,rebalancing_discretization_imputation_features_normalization_classification,,False,,False,RobustScaler,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,7,discretization_features_normalization_rebalancing_imputation_classification,,True,,True,RobustScaler,SimpleImputer,constant,,,SelectKBest,,1,KBinsDiscretizer,,quantile,6,ordinal,,DecisionTreeClassifier,best,,,,4,3,,4,2,1,gini,fail,-inf
SMOTE,,5,features_discretization_normalization_rebalancing_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,3,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,2,,3,2,1,gini,fail,-inf
SMOTE,,6,imputation_discretization_normalization_features_rebalancing_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,6,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,2,,3,2,4,gini,success,0.8587886900875017
FunctionTransformer,,,rebalancing_features_normalization_imputation_discretization_classification,,True,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,2,,3,2,2,gini,success,0.862122023420835
FunctionTransformer,,,rebalancing_features_normalization_imputation_discretization_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,2,,4,2,2,gini,success,0.862122023420835
FunctionTransformer,,,rebalancing_features_normalization_imputation_discretization_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,5,,4,2,2,gini,success,0.862122023420835
FunctionTransformer,,,features_normalization_rebalancing_imputation_discretization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,5,,4,2,2,gini,success,0.862122023420835
FunctionTransformer,,,discretization_imputation_normalization_rebalancing_features_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,,15,,,,euclidean,,,,,previous_constraint,-inf
FunctionTransformer,,,features_normalization_rebalancing_imputation_discretization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,4,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_discretization_imputation_features_rebalancing_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,PCA,3,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,2,,2,2,2,gini,success,0.557792869269949
FunctionTransformer,,,normalization_imputation_features_rebalancing_discretization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_features_normalization_imputation_rebalancing_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,1,,2,2,2,gini,success,0.862122023420835
FunctionTransformer,,,discretization_normalization_rebalancing_features_imputation_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,1,,2,2,2,gini,success,0.862122023420835
FunctionTransformer,,,rebalancing_normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,1,,2,2,3,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_normalization_imputation_rebalancing_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,4,,2,2,3,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_normalization_rebalancing_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,4,,2,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,features_imputation_normalization_rebalancing_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,4,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_normalization_features_imputation_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,2,4,,4,2,2,entropy,success,0.4924524400330851
NearMiss,2,,rebalancing_features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,4,,4,2,2,entropy,fail,-inf
FunctionTransformer,,,imputation_normalization_features_rebalancing_discretization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,arabic,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,4,,4,2,2,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_normalization_discretization_rebalancing_features_classification,,,,,FunctionTransformer,IterativeImputer,,constant,arabic,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,25,,50,,,,,,,,success,0.7095944887031475
SMOTE,,6,normalization_imputation_rebalancing_features_discretization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,2,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,3,gini,success,0.862122023420835
FunctionTransformer,,,features_normalization_imputation_discretization_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,5,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,discretization_features_rebalancing_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,2,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,imputation_features_discretization_normalization_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,3,5,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_rebalancing_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,1,,3,2,4,entropy,success,0.862122023420835
FunctionTransformer,,,normalization_rebalancing_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,4,2,,4,2,4,entropy,success,0.862122023420835
